,generation,best_fitness,min_fitness,average_fitness,std_fitness,test_fitness,experiment_id,repetition,config,count_better,count_worse
9583,33,0.1930891175861288,1.356957979045803e-05,0.08021883032334888,0.06734049767485721,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9584,34,0.1930891175861288,1.113148687615448e-05,0.08784480696655268,0.06520074926837803,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9585,35,0.1930891175861288,1.113148687615448e-05,0.07489260541255464,0.061334722027386046,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9586,36,0.1930891175861288,0.0009036810677518624,0.08443362252545976,0.06505275657900353,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9587,37,0.1930891175861288,4.09297286671355e-05,0.08376553110708443,0.0683250867263228,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9588,38,0.1930891175861288,1.356957979045803e-05,0.06900520816259298,0.07357255786034349,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9589,39,0.1930891175861288,1.113148687615448e-05,0.07456396232513882,0.07115612989830232,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9590,40,0.1930891175861288,9.599463642517377e-05,0.05496808509469435,0.057918915396529234,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9591,41,0.1930891175861288,0.00018026137281056603,0.04716129946949655,0.05558431956216266,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9592,42,0.1930891175861288,0.0006797585828502657,0.05883580534574447,0.05113305400825484,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9593,43,0.1930891175861288,0.0004462945456119166,0.06651864211399924,0.060622100053605264,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9594,44,0.1930891175861288,1.113148687615448e-05,0.0725851291995458,0.06067415617317436,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9595,45,0.1930891175861288,1.113148687615448e-05,0.07683172337309135,0.06943517630123222,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9596,46,0.1930891175861288,0.00048318135702285925,0.09270511812583092,0.0741907570276468,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9597,47,0.1930891175861288,1.113148687615448e-05,0.09561202873335314,0.07642827453039684,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9598,48,0.1930891175861288,1.356957979045803e-05,0.07085530558524605,0.07641307678280332,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9599,49,0.1930891175861288,1.113148687615448e-05,0.06890739151118429,0.06350801436682377,0.06876466356517148,6,5,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 5}",1024,1224
9600,0,0.07190575805002825,1.2040300767436537e-05,0.012253923023241986,0.01801110695543921,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9601,1,0.07190575805002825,7.827902127537426e-05,0.020342157061970987,0.021789086725377115,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9602,2,0.07190575805002825,7.149402643472982e-05,0.02274763123101908,0.020982699563978597,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9603,3,0.07190575805002825,0.0002188766282482655,0.023136512759377736,0.021558245815821445,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9604,4,0.07190575805002825,0.0002188766282482655,0.031147910257231758,0.02307867543224593,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9605,5,0.09437150858581952,0.0003753493090296997,0.03602938179948484,0.024876262101312035,0.015088203508322223,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9606,6,0.09437150858581952,0.00017182947129474737,0.04244973638407337,0.02716362403740591,0.015088203508322223,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9607,7,0.09437150858581952,0.008129809601887505,0.04930769111249687,0.024529616086978907,0.015088203508322223,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9608,8,0.09437150858581952,5.514778287443675e-06,0.04879133896587401,0.029796687924695343,0.015088203508322223,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9609,9,0.0960613170865325,3.2536703896502556e-05,0.04777767824459886,0.029579404456137694,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9610,10,0.0960613170865325,0.0013204367381285413,0.04027088008680848,0.026259019331597477,0.12562537992157202,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9611,11,0.107704829007651,0.0001675454098696106,0.037339350764254015,0.0291417013461996,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9612,12,0.107704829007651,2.723947181737696e-06,0.03591383129999481,0.02699230466162976,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9613,13,0.107704829007651,2.723947181737696e-06,0.036339470796048004,0.028153564643314886,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9614,14,0.107704829007651,0.0017472033477151472,0.05153704793570777,0.026686371636669207,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9615,15,0.107704829007651,0.0017472033477151472,0.044110084487141925,0.028210479571970544,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9616,16,0.107704829007651,0.00031796836904549107,0.051052507431623886,0.027285410124100466,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9617,17,0.107704829007651,0.00601230831258551,0.05179696191528098,0.029428767869400976,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9618,18,0.107704829007651,0.0007702349788820684,0.046463524340227276,0.029583888093528486,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9619,19,0.107704829007651,3.143036271245386e-06,0.04565650117520292,0.03491887679772773,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9620,20,0.107704829007651,0.0001300266442531566,0.05511555980942191,0.03157819982410224,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9621,21,0.107704829007651,1.2040300767436537e-05,0.05331471037115759,0.03482149552546293,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9622,22,0.107704829007651,3.803410188467457e-05,0.05517735581964872,0.03422496767058309,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9623,23,0.107704829007651,7.827902127537426e-05,0.06466300467554484,0.03779639624432954,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9624,24,0.107704829007651,0.0006860895667749932,0.07181754101422363,0.03596595637740655,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9625,25,0.107704829007651,0.006340224807465593,0.06574011278203956,0.038129049859728426,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9626,26,0.107704829007651,0.0006638547768844776,0.06353441570062614,0.0406351759308362,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9627,27,0.107704829007651,2.5383490428103392e-05,0.06589227925131266,0.0400948480195692,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9628,28,0.107704829007651,0.00048318135702285925,0.06360393161783338,0.03974350268004626,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9629,29,0.107704829007651,3.2536703896502556e-05,0.06478701423327166,0.03983530000627224,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9630,30,0.107704829007651,0.00012221647083594456,0.06262813929738421,0.03877449084418627,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9631,31,0.107704829007651,5.2901385276787945e-05,0.07411748164986483,0.03666762079179337,9.063200804621742e-16,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9632,32,0.11914944604218713,0.0017472033477151472,0.07061165885163692,0.04054333429049066,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9633,33,0.11914944604218713,0.001668923246851492,0.06977292804639089,0.040152729063325,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9634,34,0.11914944604218713,2.380949872312688e-05,0.06730362022863759,0.040131879681965,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9635,35,0.11914944604218713,1.113148687615448e-05,0.06699066835217106,0.03946867849461963,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9636,36,0.11914944604218713,0.00039650139568418974,0.06392904070287042,0.04071143628297939,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9637,37,0.11914944604218713,0.0004462945456119166,0.06659257583551806,0.04044849128303232,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9638,38,0.11914944604218713,4.290012929824804e-05,0.06365116980401649,0.045264720548376595,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9639,39,0.11914944604218713,0.0065331875538131795,0.06888966964717072,0.041742517000681226,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9640,40,0.11914944604218713,2.380949872312688e-05,0.07395591395874603,0.03913187738326404,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9641,41,0.11914944604218713,0.0004419740788065926,0.07429057798395113,0.04076834783995466,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9642,42,0.11914944604218713,7.256214972115208e-05,0.06650241776555646,0.042677343945292226,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9643,43,0.11914944604218713,0.0024212050905153045,0.07462812896013385,0.04107951928982678,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9644,44,0.11914944604218713,0.007749803551499678,0.07660104648972453,0.039467078085475754,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9645,45,0.11914944604218713,0.003173333863792808,0.08131311864433975,0.040164134149544756,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9646,46,0.11914944604218713,0.000332706018194225,0.07523810493709111,0.04241805432908994,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9647,47,0.11914944604218713,0.0013314613924077577,0.08446856995546853,0.04128808880678576,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9648,48,0.11914944604218713,0.007045179832483631,0.07507818457176536,0.042747893776263354,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9649,49,0.11914944604218713,0.0063407713228663155,0.08610989185933321,0.039141359100870236,0.005063146134285324,6,6,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 6}",1238,1034
9650,0,0.07190575805002825,3.143036271245386e-06,0.010488471756883945,0.01360227741846356,0.09725780724149034,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9651,1,0.07190575805002825,4.09297286671355e-05,0.015082649849858555,0.015800302685181445,0.09725780724149034,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9652,2,0.07333484715261304,1.356957979045803e-05,0.019456419848799117,0.0189655216276839,0.08170416594551018,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9653,3,0.0960613170865325,2.5383490428103392e-05,0.02449165705391687,0.023702224701164537,0.19769959815999544,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9654,4,0.0960613170865325,4.290012929824804e-05,0.03211934893800482,0.028914246712144202,0.19769959815999544,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9655,5,0.107704829007651,5.2901385276787945e-05,0.030537625540901284,0.029809516482517718,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9656,6,0.107704829007651,0.00043746016120260685,0.04637159200311247,0.035943950577799526,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9657,7,0.1304484460167822,5.514778287443675e-06,0.056700919417343655,0.03734946335624167,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9658,8,0.1304484460167822,3.803410188467457e-05,0.07049738218117879,0.043944278116889696,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9659,9,0.1304484460167822,0.00048318135702285925,0.061315512318833705,0.045613953903829975,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9660,10,0.1304484460167822,0.00021625346711387603,0.07227957502187378,0.043133090620876974,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9661,11,0.1304484460167822,5.514778287443675e-06,0.0573651916568182,0.04679664768975977,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9662,12,0.1304484460167822,7.827902127537426e-05,0.06251464039026518,0.044487169142086204,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9663,13,0.1304484460167822,1.356957979045803e-05,0.06102421603150333,0.042237048740260665,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9664,14,0.1304484460167822,0.0001675454098696106,0.07379959593134884,0.04508440432665827,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9665,15,0.1304484460167822,7.827902127537426e-05,0.07615694255708111,0.045305806226527974,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9666,16,0.1304484460167822,3.803410188467457e-05,0.06314153117501634,0.04815136685089847,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9667,17,0.1304484460167822,1.113148687615448e-05,0.060081599697055114,0.045173767204831676,0.1427404696873428,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9668,18,0.15278486691933646,5.514778287443675e-06,0.061119631963633375,0.04607627020193075,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9669,19,0.15278486691933646,5.2901385276787945e-05,0.07208392332121363,0.04672925087624114,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9670,20,0.15278486691933646,3.2536703896502556e-05,0.07126254940246443,0.04171940812167126,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9671,21,0.15278486691933646,2.5383490428103392e-05,0.07048165824973855,0.04890100772402144,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9672,22,0.15278486691933646,0.00020485392158005666,0.07055321053588019,0.048831575061768044,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9673,23,0.1638964857340963,0.0011377069312243212,0.07062021152549933,0.048738793284204864,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9674,24,0.1638964857340963,2.723947181737696e-06,0.08295137406187955,0.04955954372067819,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9675,25,0.1638964857340963,0.00020485392158005666,0.08976420357835606,0.05628770555176313,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9676,26,0.1638964857340963,2.5383490428103392e-05,0.0827169062905197,0.06372090085373032,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9677,27,0.1638964857340963,0.0,0.07916959006668087,0.060014731268083425,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9678,28,0.1638964857340963,0.00048318135702285925,0.09166368593456359,0.05903592243062008,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9679,29,0.1638964857340963,4.290012929824804e-05,0.08608429644772503,0.06359115160977087,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
9680,30,0.1638964857340963,3.803410188467457e-05,0.08783484588103592,0.05946453528854313,0.2313598919830775,6,7,"{'population_size': 50, 'num_generations': 50, 'crossover_prob': 0.9, 'mutation_prob': 0.05, 'tournament_size': 2, 'experiment_id': 6, 'repetition': 7}",1222,1030
